Rank,Cocktail,Category,Savory,Category,Sweet,Category
105,,,Mayonnaise,Condiments,,
106,,,Mushroom,Vegetables,,
107,,,Noodle,Other,,
108,,,Nutmeg,Spices,,
109,,,Oragano,Herbs,,
110,,,Parmesan,Dairy,,
111,,,Parsley root,Vegetables,,
112,,,Passionfruit,Fruits,,
113,,,Pea,Vegetables,,
114,,,Peanit,Nut,,
115,,,Peanut butter,Nut,,
116,,,Pear,Fruits,,
117,,,Pecan,Nut,,
118,,,Pickling vinegar,Vinegars,,
119,,,Pine nut,Nut,,
120,,,Pineapple,Fruits,,
121,,,Pistachio,Nut,,
122,,,Pointed cabbage,Vegetables,,
123,,,Pomegranate,Fruits,,
124,,,Pork,Meats,,
125,,,Portwine,Alcohol,,
126,,,Pumpkin,Vegetables,,
127,,,Pumpkin seed,Seeds,,
128,,,Raisin,Fruits,,
129,,,Rapeseed oil,Oils,,
130,,,Red cabbage,Vegetables,,
131,,,Red wine,Alcohol,,
132,,,Rhubarb,Fruits,,
133,,,Ricotta,Cheeses,,
134,,,Rosemary,Herbs,,
135,,,Rye bread,Other,,
136,,,Saffron,Herbs,,
137,,,Sage,Herbs,,
138,,,Salad,Other,,
139,,,Salmon,Meats,,
140,,,Schnapps,Alcohol,,
141,,,Sesame oil,Oils,,
142,,,Smoked paprika,Spices,,
143,,,Sweet potato,Vegetables,,
144,,,Tahin,Other,,
145,,,Timian,Herbs,,
146,,,Vanilla,Herbs,,
147,,,Vegetable stock,Other,,
148,,,Walnut,Nut,,
149,,,White wine,Alcohol,,
150,,,White wine vinegar,Vinegars,,
151,,,Worcestershire sauce,Condiments,,
